id_coleta,posto,bairro,endereco,bandeira,combustivel,data_coleta,preco
431,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-02-03,6.490
432,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-02-10,6.390
433,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-02-17,6.390
434,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-03-09,6.290
435,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-03-16,6.790
436,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-05-05,6.690
437,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-05-11,6.690
438,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-05-18,6.690
439,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-05-25,6.690
440,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-06-01,6.590
441,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-06-15,6.590
442,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-06-22,6.890
443,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-06-29,6.890
444,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-07-07,6.890
445,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-07-13,6.790
446,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-07-21,6.690
447,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-07-27,6.690
448,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-08-10,6.590
449,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-08-19,6.590
450,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-08-24,6.590
451,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-01-07,6.290
452,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-01-14,6.290
453,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-01-22,6.290
454,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-01-26,6.290
455,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-02-03,6.290
456,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-02-10,6.190
457,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-02-17,6.190
458,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-03-09,6.090
459,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-03-16,6.590
460,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-05-05,6.490
461,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-05-11,6.490
462,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-05-18,6.490
463,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-05-25,6.490
464,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-06-01,6.390
465,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-06-15,6.390
466,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-06-22,6.690
467,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-06-29,6.690
468,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-07-07,6.690
469,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-07-13,6.590
470,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-07-21,6.490
471,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-07-27,6.490
472,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-08-10,6.390
473,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-08-19,6.390
474,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina comum,2026-08-24,6.390
